"GEO_ID","id"
"S1703_C03_027E","Estimate!!Less than 100 percent of the poverty level!!Population for whom poverty status is determined!!NATIVITY AND CITIZENSHIP STATUS!!Native"
"S1703_C03_027M","Margin of Error!!Less than 100 percent of the poverty level MOE!!Population for whom poverty status is determined!!NATIVITY AND CITIZENSHIP STATUS!!Native"
"S1703_C03_028E","Estimate!!Less than 100 percent of the poverty level!!Population for whom poverty status is determined!!NATIVITY AND CITIZENSHIP STATUS!!Foreign born"
"S1703_C03_028M","Margin of Error!!Less than 100 percent of the poverty level MOE!!Population for whom poverty status is determined!!NATIVITY AND CITIZENSHIP STATUS!!Foreign born"
"S1703_C03_029E","Estimate!!Less than 100 percent of the poverty level!!Population for whom poverty status is determined!!NATIVITY AND CITIZENSHIP STATUS!!Foreign born!!Naturalized citizen"
"S1703_C03_029M","Margin of Error!!Less than 100 percent of the poverty level MOE!!Population for whom poverty status is determined!!NATIVITY AND CITIZENSHIP STATUS!!Foreign born!!Naturalized citizen"
"S1703_C03_030E","Estimate!!Less than 100 percent of the poverty level!!Population for whom poverty status is determined!!DISABILITY STATUS!!With any disability"
"S1703_C03_030M","Margin of Error!!Less than 100 percent of the poverty level MOE!!Population for whom poverty status is determined!!DISABILITY STATUS!!With any disability"
"S1703_C03_031E","Estimate!!Less than 100 percent of the poverty level!!Population for whom poverty status is determined!!DISABILITY STATUS!!No disability"
"S1703_C03_031M","Margin of Error!!Less than 100 percent of the poverty level MOE!!Population for whom poverty status is determined!!DISABILITY STATUS!!No disability"
"S1703_C03_032E","Estimate!!Less than 100 percent of the poverty level!!WORK STATUS!!Population 16 to 64 years"
"S1703_C03_032M","Margin of Error!!Less than 100 percent of the poverty level MOE!!WORK STATUS!!Population 16 to 64 years"
"S1703_C03_033E","Estimate!!Less than 100 percent of the poverty level!!WORK STATUS!!Population 16 to 64 years!!Worked full-time, year-round"
"S1703_C03_033M","Margin of Error!!Less than 100 percent of the poverty level MOE!!WORK STATUS!!Population 16 to 64 years!!Worked full-time, year-round"
"S1703_C03_034E","Estimate!!Less than 100 percent of the poverty level!!WORK STATUS!!Population 16 to 64 years!!Worked less than full-time, year-round"
"S1703_C03_034M","Margin of Error!!Less than 100 percent of the poverty level MOE!!WORK STATUS!!Population 16 to 64 years!!Worked less than full-time, year-round"
"S1703_C03_035E","Estimate!!Less than 100 percent of the poverty level!!WORK STATUS!!Population 16 to 64 years!!Did not work"
"S1703_C03_035M","Margin of Error!!Less than 100 percent of the poverty level MOE!!WORK STATUS!!Population 16 to 64 years!!Did not work"
"S1703_C04_001E","Estimate!!Less than 125 percent of the poverty level!!Population for whom poverty status is determined"
"S1703_C04_001M","Margin of Error!!Less than 125 percent of the poverty level MOE!!Population for whom poverty status is determined"
"S1703_C04_002E","Estimate!!Less than 125 percent of the poverty level!!Population for whom poverty status is determined!!SEX!!Male"
"S1703_C04_002M","Margin of Error!!Less than 125 percent of the poverty level MOE!!Population for whom poverty status is determined!!SEX!!Male"
"S1703_C04_003E","Estimate!!Less than 125 percent of the poverty level!!Population for whom poverty status is determined!!SEX!!Female"
"S1703_C04_003M","Margin of Error!!Less than 125 percent of the poverty level MOE!!Population for whom poverty status is determined!!SEX!!Female"
"S1703_C04_004E","Estimate!!Less than 125 percent of the poverty level!!Population for whom poverty status is determined!!AGE!!Under 18 years"
"S1703_C04_004M","Margin of Error!!Less than 125 percent of the poverty level MOE!!Population for whom poverty status is determined!!AGE!!Under 18 years"
"S1703_C04_005E","Estimate!!Less than 125 percent of the poverty level!!Population for whom poverty status is determined!!AGE!!Under 18 years!!Related children of householder under 18 years"
"S1703_C04_005M","Margin of Error!!Less than 125 percent of the poverty level MOE!!Population for whom poverty status is determined!!AGE!!Under 18 years!!Related children of householder under 18 years"
"S1703_C04_006E","Estimate!!Less than 125 percent of the poverty level!!Population for whom poverty status is determined!!AGE!!18 to 64 years"
"S1703_C04_006M","Margin of Error!!Less than 125 percent of the poverty level MOE!!Population for whom poverty status is determined!!AGE!!18 to 64 years"
"S1703_C04_007E","Estimate!!Less than 125 percent of the poverty level!!Population for whom poverty status is determined!!AGE!!65 years and over"
"S1703_C04_007M","Margin of Error!!Less than 125 percent of the poverty level MOE!!Population for whom poverty status is determined!!AGE!!65 years and over"
"S1703_C04_008E","Estimate!!Less than 125 percent of the poverty level!!Population for whom poverty status is determined!!RACE AND HISPANIC OR LATINO ORIGIN!!One race"
"S1703_C04_008M","Margin of Error!!Less than 125 percent of the poverty level MOE!!Population for whom poverty status is determined!!RACE AND HISPANIC OR LATINO ORIGIN!!One race"
"S1703_C04_009E","Estimate!!Less than 125 percent of the poverty level!!Population for whom poverty status is determined!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!White"
"S1703_C04_009M","Margin of Error!!Less than 125 percent of the poverty level MOE!!Population for whom poverty status is determined!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!White"
"S1703_C04_010E","Estimate!!Less than 125 percent of the poverty level!!Population for whom poverty status is determined!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Black or African American"
"S1703_C04_010M","Margin of Error!!Less than 125 percent of the poverty level MOE!!Population for whom poverty status is determined!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Black or African American"
"S1703_C04_011E","Estimate!!Less than 125 percent of the poverty level!!Population for whom poverty status is determined!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!American Indian and Alaska Native"
"S1703_C04_011M","Margin of Error!!Less than 125 percent of the poverty level MOE!!Population for whom poverty status is determined!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!American Indian and Alaska Native"
"S1703_C04_012E","Estimate!!Less than 125 percent of the poverty level!!Population for whom poverty status is determined!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Asian"
"S1703_C04_012M","Margin of Error!!Less than 125 percent of the poverty level MOE!!Population for whom poverty status is determined!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Asian"
"S1703_C04_013E","Estimate!!Less than 125 percent of the poverty level!!Population for whom poverty status is determined!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Native Hawaiian and Other Pacific Islander"
"S1703_C04_013M","Margin of Error!!Less than 125 percent of the poverty level MOE!!Population for whom poverty status is determined!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Native Hawaiian and Other Pacific Islander"
"S1703_C04_014E","Estimate!!Less than 125 percent of the poverty level!!Population for whom poverty status is determined!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Some other race"
"S1703_C04_014M","Margin of Error!!Less than 125 percent of the poverty level MOE!!Population for whom poverty status is determined!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Some other race"
"S1703_C04_015E","Estimate!!Less than 125 percent of the poverty level!!Population for whom poverty status is determined!!RACE AND HISPANIC OR LATINO ORIGIN!!Two or more races"
"S1703_C04_015M","Margin of Error!!Less than 125 percent of the poverty level MOE!!Population for whom poverty status is determined!!RACE AND HISPANIC OR LATINO ORIGIN!!Two or more races"
"S1703_C04_016E","Estimate!!Less than 125 percent of the poverty level!!Population for whom poverty status is determined!!RACE AND HISPANIC OR LATINO ORIGIN!!Hispanic or Latino origin (of any race)"
"S1703_C04_016M","Margin of Error!!Less than 125 percent of the poverty level MOE!!Population for whom poverty status is determined!!RACE AND HISPANIC OR LATINO ORIGIN!!Hispanic or Latino origin (of any race)"
"S1703_C04_017E","Estimate!!Less than 125 percent of the poverty level!!Population for whom poverty status is determined!!RACE AND HISPANIC OR LATINO ORIGIN!!White alone, not Hispanic or Latino"
"S1703_C04_017M","Margin of Error!!Less than 125 percent of the poverty level MOE!!Population for whom poverty status is determined!!RACE AND HISPANIC OR LATINO ORIGIN!!White alone, not Hispanic or Latino"
"S1703_C04_018E","Estimate!!Less than 125 percent of the poverty level!!Population for whom poverty status is determined!!LIVING ARRANGEMENT!!In family households"
"S1703_C04_018M","Margin of Error!!Less than 125 percent of the poverty level MOE!!Population for whom poverty status is determined!!LIVING ARRANGEMENT!!In family households"
"S1703_C04_019E","Estimate!!Less than 125 percent of the poverty level!!Population for whom poverty status is determined!!LIVING ARRANGEMENT!!In family households!!In married-couple family"
"S1703_C04_019M","Margin of Error!!Less than 125 percent of the poverty level MOE!!Population for whom poverty status is determined!!LIVING ARRANGEMENT!!In family households!!In married-couple family"
"S1703_C04_020E","Estimate!!Less than 125 percent of the poverty level!!Population for whom poverty status is determined!!LIVING ARRANGEMENT!!In family households!!In Female householder, no husband present households"
"S1703_C04_020M","Margin of Error!!Less than 125 percent of the poverty level MOE!!Population for whom poverty status is determined!!LIVING ARRANGEMENT!!In family households!!In Female householder, no husband present households"
"S1703_C04_021E","Estimate!!Less than 125 percent of the poverty level!!Population for whom poverty status is determined!!LIVING ARRANGEMENT!!In other living arrangements"
"S1703_C04_021M","Margin of Error!!Less than 125 percent of the poverty level MOE!!Population for whom poverty status is determined!!LIVING ARRANGEMENT!!In other living arrangements"
"S1703_C04_022E","Estimate!!Less than 125 percent of the poverty level!!Population for whom poverty status is determined!!EDUCATIONAL ATTAINMENT!!Population 25 years and over"
"S1703_C04_022M","Margin of Error!!Less than 125 percent of the poverty level MOE!!Population for whom poverty status is determined!!EDUCATIONAL ATTAINMENT!!Population 25 years and over"
"S1703_C04_023E","Estimate!!Less than 125 percent of the poverty level!!Population for whom poverty status is determined!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Less than high school graduate"
"S1703_C04_023M","Margin of Error!!Less than 125 percent of the poverty level MOE!!Population for whom poverty status is determined!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Less than high school graduate"
"S1703_C04_024E","Estimate!!Less than 125 percent of the poverty level!!Population for whom poverty status is determined!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!High school graduate (includes equivalency)"
"S1703_C04_024M","Margin of Error!!Less than 125 percent of the poverty level MOE!!Population for whom poverty status is determined!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!High school graduate (includes equivalency)"
"S1703_C04_025E","Estimate!!Less than 125 percent of the poverty level!!Population for whom poverty status is determined!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Some college or associate's degree"
"S1703_C04_025M","Margin of Error!!Less than 125 percent of the poverty level MOE!!Population for whom poverty status is determined!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Some college or associate's degree"
"S1703_C04_026E","Estimate!!Less than 125 percent of the poverty level!!Population for whom poverty status is determined!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree or higher"
"S1703_C04_026M","Margin of Error!!Less than 125 percent of the poverty level MOE!!Population for whom poverty status is determined!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree or higher"
"S1703_C04_027E","Estimate!!Less than 125 percent of the poverty level!!Population for whom poverty status is determined!!NATIVITY AND CITIZENSHIP STATUS!!Native"
"S1703_C04_027M","Margin of Error!!Less than 125 percent of the poverty level MOE!!Population for whom poverty status is determined!!NATIVITY AND CITIZENSHIP STATUS!!Native"
"S1703_C04_028E","Estimate!!Less than 125 percent of the poverty level!!Population for whom poverty status is determined!!NATIVITY AND CITIZENSHIP STATUS!!Foreign born"
"S1703_C04_028M","Margin of Error!!Less than 125 percent of the poverty level MOE!!Population for whom poverty status is determined!!NATIVITY AND CITIZENSHIP STATUS!!Foreign born"
"S1703_C04_029E","Estimate!!Less than 125 percent of the poverty level!!Population for whom poverty status is determined!!NATIVITY AND CITIZENSHIP STATUS!!Foreign born!!Naturalized citizen"
"S1703_C04_029M","Margin of Error!!Less than 125 percent of the poverty level MOE!!Population for whom poverty status is determined!!NATIVITY AND CITIZENSHIP STATUS!!Foreign born!!Naturalized citizen"
"S1703_C04_030E","Estimate!!Less than 125 percent of the poverty level!!Population for whom poverty status is determined!!DISABILITY STATUS!!With any disability"
"S1703_C04_030M","Margin of Error!!Less than 125 percent of the poverty level MOE!!Population for whom poverty status is determined!!DISABILITY STATUS!!With any disability"
"S1703_C04_031E","Estimate!!Less than 125 percent of the poverty level!!Population for whom poverty status is determined!!DISABILITY STATUS!!No disability"
"S1703_C04_031M","Margin of Error!!Less than 125 percent of the poverty level MOE!!Population for whom poverty status is determined!!DISABILITY STATUS!!No disability"
"S1703_C04_032E","Estimate!!Less than 125 percent of the poverty level!!WORK STATUS!!Population 16 to 64 years"
"S1703_C04_032M","Margin of Error!!Less than 125 percent of the poverty level MOE!!WORK STATUS!!Population 16 to 64 years"
"S1703_C04_033E","Estimate!!Less than 125 percent of the poverty level!!WORK STATUS!!Population 16 to 64 years!!Worked full-time, year-round"
"S1703_C04_033M","Margin of Error!!Less than 125 percent of the poverty level MOE!!WORK STATUS!!Population 16 to 64 years!!Worked full-time, year-round"
"S1703_C04_034E","Estimate!!Less than 125 percent of the poverty level!!WORK STATUS!!Population 16 to 64 years!!Worked less than full-time, year-round"
"S1703_C04_034M","Margin of Error!!Less than 125 percent of the poverty level MOE!!WORK STATUS!!Population 16 to 64 years!!Worked less than full-time, year-round"
"S1703_C04_035E","Estimate!!Less than 125 percent of the poverty level!!WORK STATUS!!Population 16 to 64 years!!Did not work"
"S1703_C04_035M","Margin of Error!!Less than 125 percent of the poverty level MOE!!WORK STATUS!!Population 16 to 64 years!!Did not work"
